ST,STATE,ST_ABBR,STCNTY,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV150,M_POV150,E_UNEMP,M_UNEMP,E_HBURD,M_HBURD,E_NOHSDP,M_NOHSDP,E_UNINSUR,M_UNINSUR,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_LIMENG,M_LIMENG,E_MINRTY,M_MINRTY,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV150,MP_POV150,EP_UNEMP,MP_UNEMP,EP_HBURD,MP_HBURD,EP_NOHSDP,MP_NOHSDP,EP_UNINSUR,MP_UNINSUR,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_LIMENG,MP_LIMENG,EP_MINRTY,MP_MINRTY,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV150,EPL_UNEMP,EPL_HBURD,EPL_NOHSDP,EPL_UNINSUR,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,EPL_LIMENG,SPL_THEME2,RPL_THEME2,EPL_MINRTY,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,OverallSVI,F_POV150,F_UNEMP,F_HBURD,F_NOHSDP,F_UNINSUR,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_LIMENG,F_THEME2,F_MINRTY,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_DAYPOP,E_NOINT,M_NOINT,E_AFAM,M_AFAM,E_HISP,M_HISP,E_ASIAN,M_ASIAN,E_AIAN,M_AIAN,E_NHPI,M_NHPI,E_TWOMORE,M_TWOMORE,E_OTHERRACE,M_OTHERRACE,EP_NOINT,MP_NOINT,EP_AFAM,MP_AFAM,EP_HISP,MP_HISP,EP_ASIAN,MP_ASIAN,EP_AIAN,MP_AIAN,EP_NHPI,MP_NHPI,EP_TWOMORE,MP_TWOMORE,EP_OTHERRACE,MP_OTHERRACE,GeoLevel,Comparison,STATE_NAME,STATE_ABBR,COUNTY_FIPS,COUNTY_NAME
37,North Carolina,NC,37063,Durham County,37063001603,Census Tract 16.03; Durham County; North Carolina,9.927639567,7310,1137,3155,495,3099,499,710,352,91,85,705,342,324,269,282,170,1171,143,1853,501,651,169,361,310,15,80,2104,1572,0,26,83,81,88,107,55,53,5,8,9.7,4.6,2.3,2.1,22.7,10.4,6.4,5.1,3.9,2.3,16,3,25.3,3.9,8.9,2.5,11.6,9.8,0.2,1.2,28.8,21,0,0.8,2.6,2.5,2.8,3.4,1.8,1.7,0.1,0.1,0.1621,0.2319,0.4381,0.3342,0.1257,1.292,0.1527,0.4502,0.7583,0.2127,0.8357,0.2662,2.5231,0.5312,0.4441,0.4441,0.4441,0,0.3804,0.6948,0.2688,0.3841,1.7281,0.2605,5.9873,0.242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5771,155,81,1294,363,330,192,87,102,35,53,1,2,333,278,24,37,5,2.6,17.7,5.1,4.5,2.7,1.2,1.4,0.5,0.7,0,0.1,4.6,3.8,0.3,0.5,Census,State,North Carolina,NC,37063,Durham County
37,North Carolina,NC,37063,Durham County,37063001604,Census Tract 16.04; Durham County; North Carolina,9.530599683,6722,930,3019,350,2865,349,780,422,63,69,619,295,278,209,347,192,1976,338,1062,391,699,273,42,62,261,208,2975,1102,19,37,64,74,0,26,66,56,10,2,11.6,6.1,2.1,2.2,21.6,10,5.3,4.1,5.2,2.9,29.4,6,15.8,4.9,10.4,4.1,1.5,2.2,4.1,3.2,44.3,15.2,0.6,1.2,2.1,2.4,0,0.9,2.3,1.9,0.1,0,0.2173,0.2089,0.3923,0.2704,0.1945,1.2834,0.1515,0.9199,0.185,0.293,0.131,0.8327,2.3616,0.4415,0.6431,0.6431,0.6431,0.4065,0.3569,0,0.3343,0.3841,1.4818,0.1821,5.7699,0.2095,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2107,307,169,1677,710,777,483,13,20,0,19,0,19,428,321,80,87,10.7,5.5,24.9,8.6,11.6,7.1,0.2,0.3,0,0.6,0,0.6,6.4,4.6,1.2,1.3,Census,State,North Carolina,NC,37063,Durham County
37,North Carolina,NC,37063,Durham County,37063001705,Census Tract 17.05; Durham County; North Carolina,2.872706602,5745,754,2639,244,2444,258,1474,745,76,65,869,309,343,138,733,295,1041,241,1297,465,881,315,151,80,255,180,2952,872,302,138,0,19,95,91,163,125,29,6,25.7,12.6,2.5,2.1,35.6,12.1,9,3.5,12.8,5.1,18.1,4.5,22.6,5.9,15.4,5.1,6.1,3.2,4.9,3.4,51.4,13.6,11.4,5.1,0,1.6,3.9,3.4,6.7,5,0.5,0.1,0.6032,0.2535,0.8058,0.4607,0.6809,2.8041,0.6027,0.5721,0.5921,0.6128,0.543,0.8716,3.1916,0.8588,0.7194,0.7194,0.7194,0.746,0,0.7952,0.6982,0.6269,2.8663,0.7376,9.5814,0.7674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6215,118,62,1296,368,1239,399,29,35,22,36,0,19,366,380,0,19,4.8,2.5,22.6,6.1,21.6,6.5,0.5,0.6,0.4,0.6,0,0.7,6.4,6.1,0,0.7,Census,State,North Carolina,NC,37063,Durham County
37,North Carolina,NC,37063,Durham County,37063001706,Census Tract 17.06; Durham County; North Carolina,2.278163191,5395,833,2878,296,2754,300,935,494,139,151,731,273,240,333,538,390,445,156,986,340,192,102,190,144,249,253,2831,926,471,181,0,19,132,184,162,102,0,19,17.3,8.8,3.9,4.1,26.5,9.5,6.3,8.3,10,6.4,8.2,3.1,18.3,4.4,3.6,2,6.9,5.2,4.9,4.9,52.5,15.1,16.4,6.1,0,1.5,4.8,6.4,5.9,3.8,0,0.4,0.3764,0.4431,0.5888,0.3278,0.5061,2.2422,0.4129,0.1039,0.3048,0.0235,0.6047,0.8716,1.9085,0.1999,0.7307,0.7307,0.7307,0.8043,0,0.8516,0.6479,0,2.3038,0.4994,7.1852,0.4273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1955,187,126,1534,394,712,602,434,220,0,19,0,19,151,110,0,19,6.8,4.6,28.4,6.9,13.2,9.8,8,4.2,0,0.8,0,0.8,2.8,2.1,0,0.8,Census,State,North Carolina,NC,37063,Durham County
37,North Carolina,NC,37063,Durham County,37063001708,Census Tract 17.08; Durham County; North Carolina,2.463481726,4947,948,2089,269,2012,264,1092,249,379,370,564,186,417,183,699,435,794,188,996,302,745,210,321,274,155,127,4304,965,324,162,16,24,39,67,246,115,15,3,22.1,2.7,14.7,11.8,28,8.5,12.5,5.6,14.1,6.9,16.1,5,20.1,3.3,15.1,3.9,16,13.5,3.2,2.6,87,10.1,15.5,7.5,0.8,1.2,1.9,3.2,12.2,5.9,0.3,0,0.5047,0.9671,0.6407,0.6205,0.7475,3.4805,0.8061,0.4573,0.4226,0.5931,0.9368,0.7764,3.1862,0.8557,0.9547,0.9547,0.9547,0.7941,0.2755,0.5721,0.8845,0.5427,3.0689,0.8092,10.6903,0.8883,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,3,1535,361,164,3501,989,543,186,142,110,0,14,0,14,118,137,0,14,17.9,8.4,70.8,7.7,11,4,2.9,2.2,0,0.9,0,0.9,2.4,2.8,0,0.9,Census,State,North Carolina,NC,37063,Durham County
37,North Carolina,NC,37063,Durham County,37063001709,Census Tract 17.09; Durham County; North Carolina,3.195730347,8069,1049,3121,295,2910,311,2136,805,334,263,1346,350,819,378,1491,703,1040,216,1902,508,1219,359,518,233,826,428,7504,1071,1099,381,6,15,45,68,294,179,350,10,27.8,9.8,7.7,6,46.3,11,15.7,7.3,19.3,8.3,12.9,3.3,23.6,5.4,15.8,4.7,17.8,7.8,10.8,5.4,93,5.5,35.2,11.7,0.2,0.5,1.5,2.2,10.1,6.3,4.3,0.6,0.6558,0.7749,0.9406,0.7409,0.9023,4.0145,0.9133,0.2847,0.6635,0.6419,0.9587,0.9683,3.5171,0.9489,0.9785,0.9785,0.9785,0.9228,0.2222,0.5059,0.8379,0.8931,3.3819,0.9091,11.892,0.9705,0,0,1,0,1,2,0,0,0,1,1,2,1,1,1,0,0,0,0,1,6,9227,611,298,4986,937,2007,731,55,57,0,19,0,19,456,393,0,19,21,9.4,61.8,8.6,24.9,8,0.7,0.7,0,0.5,0,0.5,5.7,4.8,0,0.5,Census,State,North Carolina,NC,37063,Durham County
37,North Carolina,NC,37063,Durham County,37063001710,Census Tract 17.10; Durham County; North Carolina,1.464364422,4864,633,1941,222,1885,230,1152,374,138,143,578,170,306,132,552,266,543,106,1381,340,398,190,371,127,317,156,3679,672,230,165,0,14,93,56,176,169,15,8,24,7.2,5.3,4.9,30.7,8.2,10.3,4.5,11.3,4.6,11.2,2.6,28.4,4.9,8.2,3.6,19.7,6.3,7,3.3,75.6,9.7,11.9,8.4,0,2.2,4.9,2.8,9.3,8.2,0.3,0.2,0.554,0.6005,0.7122,0.5219,0.5939,2.9825,0.6652,0.2096,0.8826,0.1847,0.9773,0.9177,3.1719,0.8478,0.8954,0.8954,0.8954,0.7536,0,0.8554,0.8111,0.5427,2.9628,0.7736,10.0126,0.8114,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,2,3099,114,86,2324,586,751,390,401,255,0,14,0,14,203,150,0,14,6,4.5,47.8,7.9,15.4,7.2,8.2,5.5,0,0.9,0,0.9,4.2,3.2,0,0.9,Census,State,North Carolina,NC,37063,Durham County
37,North Carolina,NC,37063,Durham County,37063001711,Census Tract 17.11; Durham County; North Carolina,1.49962094,4649,550,2582,336,2445,352,1727,471,46,70,1300,328,446,234,1142,368,330,124,946,398,563,300,262,164,349,176,3137,705,803,395,10,16,66,79,413,158,0,14,37.2,9.1,1.5,2.2,53.2,11,13.5,6.4,24.6,6.6,7.1,2.8,20.3,7.5,12.1,6.2,10.7,6.5,8,3.9,67.5,12.9,31.1,14.8,0.4,0.6,2.7,3,16.9,6.6,0,0.3,0.8349,0.1407,0.9784,0.659,0.9659,3.5789,0.8284,0.0785,0.4369,0.4016,0.8008,0.9369,2.6547,0.6002,0.8463,0.8463,0.8463,0.9069,0.2343,0.6853,0.944,0,2.7705,0.6956,9.8504,0.7985,0,0,1,0,1,2,0,0,0,0,1,1,0,0,1,0,0,1,0,2,5,3025,82,74,2272,477,776,354,32,126,0,14,0,14,57,66,0,14,3.4,3.1,48.9,8.2,16.7,7,0.7,2.8,0,0.9,0,0.9,1.2,1.4,0,0.9,Census,State,North Carolina,NC,37063,Durham County
37,North Carolina,NC,37063,Durham County,37063001712,Census Tract 17.12; Durham County; North Carolina,3.606389978,5204,1170,2373,502,2202,499,360,188,129,133,375,149,96,67,106,83,1136,217,1241,514,546,162,119,110,0,76,1131,1651,888,459,0,19,0,26,113,79,103,2,7,3.3,4.7,4.6,17,5.6,2.5,1.8,2.1,1.6,21.8,6.6,23.8,6.1,10.7,4.2,5.4,4.8,0,1.5,21.7,31.3,37.4,17.7,0,1.8,0,1.1,5.1,3.6,2,0.5,0.0947,0.5448,0.2348,0.1322,0.0416,1.0481,0.1019,0.7402,0.6718,0.313,0.4839,0,2.2089,0.3518,0.327,0.327,0.327,0.933,0,0,0.6077,0.7991,2.3398,0.5161,5.9238,0.233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3401,240,113,641,369,211,172,159,111,29,43,0,19,91,83,0,19,10.9,5.4,12.3,7,4.1,3.4,3.1,2.3,0.6,0.8,0,0.8,1.7,1.7,0,0.8,Census,State,North Carolina,NC,37063,Durham County
37,North Carolina,NC,37063,Durham County,37063001713,Census Tract 17.13; Durham County; North Carolina,2.634497113,3344,500,1446,164,1348,189,555,321,79,51,330,167,79,56,126,88,982,244,624,163,458,171,16,28,29,65,830,664,0,19,0,14,0,19,16,26,16,3,16.6,9.3,4.8,3.1,24.5,11.9,3.2,2.1,3.8,2.5,29.4,6.3,18.7,3.8,13.7,4.4,1.2,2.1,0.9,2.1,24.8,19.5,0,1.3,0,2.9,0,1.3,1.2,1.9,0.5,0,0.3586,0.5569,0.51,0.1658,0.1207,1.712,0.2553,0.9199,0.3304,0.5019,0.1125,0.4709,2.3356,0.4241,0.3829,0.3829,0.3829,0,0,0,0.1889,0.6269,0.8158,0.0587,5.2463,0.1489,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,5135,213,143,352,241,187,187,26,37,0,14,0,14,247,204,18,26,15.8,9.5,10.5,6.9,5.6,5.5,0.8,1.1,0,1.3,0,1.3,7.4,5.7,0.5,0.8,Census,State,North Carolina,NC,37063,Durham County
37,North Carolina,NC,37063,Durham County,37063001801,Census Tract 18.01; Durham County; North Carolina,18.16455817,8934,1144,3416,357,3223,366,2507,1126,180,124,719,280,1340,430,1654,628,1337,299,2081,433,1124,345,416,232,1007,329,6731,1224,17,38,197,166,82,72,131,123,28,5,28.1,12.1,4,2.6,22.3,8.3,22.5,6,18.5,5.9,15,3.7,23.3,3.7,12.6,4.1,12.9,7,12.1,3.6,75.3,9.7,0.5,1.1,5.8,4.7,2.5,2.1,4.1,3.7,0.3,0,0.6622,0.4544,0.4218,0.9097,0.8887,3.3368,0.7697,0.3973,0.6424,0.4307,0.8682,0.9751,3.3137,0.8985,0.8927,0.8927,0.8927,0.3906,0.4849,0.6641,0.532,0.5427,2.6143,0.6327,10.1575,0.8284,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,6500,352,189,3597,888,2855,773,1,2,0,19,0,19,278,244,0,19,10.9,5.7,40.3,7.6,32,7.1,0,0.1,0,0.5,0,0.5,3.1,2.8,0,0.5,Census,State,North Carolina,NC,37063,Durham County
37,North Carolina,NC,37063,Durham County,37063001802,Census Tract 18.02; Durham County; North Carolina,3.54241944,6965,962,2632,254,2344,277,2324,796,106,112,921,367,1049,335,1949,741,762,165,2158,615,1048,297,395,156,1169,435,6304,1001,205,185,70,83,139,123,205,135,46,8,33.4,10.5,4,4,39.3,15,25.2,7.3,28.1,9.3,10.9,2.8,31,5.6,15.1,4.6,16.8,6.4,18.3,6.4,90.5,7.1,7.8,7,2.7,3.2,5.9,4.6,8.7,5.8,0.7,0.1,0.7724,0.4544,0.8682,0.9452,0.9815,4.0217,0.9152,0.1964,0.94,0.5931,0.9477,0.9917,3.6689,0.9731,0.9683,0.9683,0.9683,0.6885,0.388,0.8936,0.7868,0.6794,3.4363,0.9216,12.0952,0.9788,0,0,0,1,1,2,0,1,0,1,1,3,1,1,0,0,0,0,0,0,6,3588,242,138,3237,582,2716,905,63,62,121,104,0,19,167,125,0,19,10.3,6,46.5,8,39,9.3,0.9,0.9,1.7,1.5,0,0.6,2.4,1.8,0,0.6,Census,State,North Carolina,NC,37063,Durham County
37,North Carolina,NC,37063,Durham County,37063001806,Census Tract 18.06; Durham County; North Carolina,13.73264427,7620,1268,2835,335,2738,331,1654,848,295,179,884,395,541,255,438,218,941,486,2061,815,666,383,211,150,171,143,5752,1424,0,26,0,19,106,152,0,19,12,3,21.7,10.5,7.5,4.3,32.3,13.9,10.8,5,5.7,3.1,12.3,6,27,8.2,8.7,4.7,7.7,5.4,2.4,2,75.5,13.8,0,0.9,0,1.5,3.9,5.3,0,1.5,0.2,0,0.4941,0.7628,0.7467,0.5446,0.2203,2.7685,0.5924,0.256,0.8357,0.2033,0.6528,0.7077,2.6555,0.6017,0.8946,0.8946,0.8946,0,0,0.7952,0,0.4762,1.2714,0.1306,7.59,0.4898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4250,168,112,4033,1145,1263,674,16,28,0,19,0,19,440,336,0,19,6.1,4.2,52.9,10.3,16.6,8.3,0.2,0.4,0,0.6,0,0.6,5.8,4.6,0,0.6,Census,State,North Carolina,NC,37063,Durham County
37,North Carolina,NC,37063,Durham County,37063001808,Census Tract 18.08; Durham County; North Carolina,6.959197429,11342,1089,4668,459,4492,464,612,454,185,135,593,218,655,358,872,431,947,156,2553,332,757,241,302,189,486,300,5897,1433,305,155,0,21,152,136,0,21,0,21,5.4,4,2.6,1.8,13.2,4.7,8.1,4.3,7.7,3.5,8.3,1.6,22.5,2.5,6.7,2.1,6.8,4.1,4.6,2.8,52,11.6,6.5,3.3,0,0.9,3.4,2.9,0,0.9,0,0.2,0.0591,0.2671,0.12,0.4199,0.3418,1.2079,0.1314,0.1054,0.5861,0.1132,0.5956,0.8573,2.2576,0.3843,0.727,0.727,0.727,0.6643,0,0.7543,0,0,1.4186,0.1647,5.6111,0.1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5618,75,62,3920,1243,877,500,916,518,49,57,0,21,114,79,21,32,1.7,1.4,34.6,8.6,7.7,4.5,8.1,4.6,0.4,0.5,0,0.4,1,0.7,0.2,0.3,Census,State,North Carolina,NC,37063,Durham County
37,North Carolina,NC,37063,Durham County,37063001809,Census Tract 18.09; Durham County; North Carolina,4.690987562,6732,928,3818,405,3545,468,901,425,238,194,1284,369,279,250,490,276,1033,566,767,282,781,284,191,117,162,177,3284,1258,1629,332,0,19,64,70,291,219,23,11,13.5,6.1,5,4,36.2,9.2,5.3,4.6,7.3,4.1,15.3,7.6,11.4,3.6,11.6,4.3,5.4,3.2,2.6,2.8,48.8,17.4,42.6,7.4,0,1.1,1.8,1.8,8.2,6,0.3,0.2,0.2696,0.5721,0.8217,0.2704,0.3149,2.2487,0.4155,0.4147,0.074,0.3728,0.4839,0.7277,2.0731,0.2798,0.6926,0.6926,0.6926,0.9485,0,0.5589,0.7675,0.5427,2.8176,0.7168,7.832,0.5314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,8923,59,59,2043,498,496,416,388,232,5,10,0,19,313,206,39,52,1.7,1.6,30.3,7.3,7.4,6,5.8,3.5,0.1,0.2,0,0.6,4.6,3,0.6,0.8,Census,State,North Carolina,NC,37063,Durham County
37,North Carolina,NC,37063,Durham County,37063001810,Census Tract 18.10; Durham County; North Carolina,1.232589708,4487,1040,1382,260,1337,276,1327,611,120,98,404,278,442,183,816,342,424,213,1614,581,143,96,246,163,356,195,4015,1055,0,19,295,137,201,131,0,14,148,15,30.6,12,5.7,4.4,30.2,19.8,16.9,7.2,18.8,8.4,9.4,5.1,36,6.8,3.3,2.2,18.4,11.6,9,4.5,89.5,11.1,0,1.4,21.3,10.1,15,9,0,3.1,3.3,0.8,0.7194,0.6394,0.7009,0.7798,0.8952,3.7347,0.8602,0.1458,0.9887,0.0189,0.9663,0.9471,3.0668,0.8058,0.9634,0.9634,0.9634,0,0.7559,0.9951,0,0.8674,2.6184,0.6342,10.3833,0.8572,0,0,0,0,0,0,0,1,0,1,1,3,1,1,0,0,1,0,0,1,5,1047,90,90,2043,839,1593,560,11,19,0,14,77,119,291,283,0,14,6.7,6.5,45.5,13.3,35.5,11.9,0.2,0.4,0,0.9,1.7,2.6,6.5,5.9,0,0.9,Census,State,North Carolina,NC,37063,Durham County
37,North Carolina,NC,37063,Durham County,37063001811,Census Tract 18.11; Durham County; North Carolina,2.393778346,6329,849,2292,195,2179,226,876,505,226,134,399,166,415,204,491,307,817,136,1673,524,592,257,129,126,218,152,4569,1082,0,26,82,93,0,26,0,19,24,4,13.8,7.8,6.6,3.8,18.3,7.4,9.8,4.7,7.8,4.6,12.9,2.7,26.4,5.8,9.4,4,5.9,5.7,3.7,2.5,72.2,14.1,0,1.1,3.6,4.1,0,1.1,0,1.9,0.4,0,0.2775,0.7053,0.2821,0.4962,0.3497,2.1108,0.3678,0.2847,0.8029,0.2396,0.5278,0.8097,2.6647,0.6073,0.8705,0.8705,0.8705,0,0.4239,0,0,0.5952,1.0191,0.0856,6.6651,0.3405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2112,152,119,3681,930,804,415,0,19,0,19,2,4,82,85,0,19,7,5.4,58.2,11.2,12.7,6.5,0,0.7,0,0.7,0,0.1,1.3,1.3,0,0.7,Census,State,North Carolina,NC,37063,Durham County
37,North Carolina,NC,37063,Durham County,37063001900,Census Tract 19; Durham County; North Carolina,22.55896688,6157,665,3251,315,3122,307,330,166,197,125,461,159,281,129,293,137,2579,365,416,116,1196,281,7,22,77,89,1666,804,0,26,72,46,0,26,27,31,0,19,5.4,2.6,7,4.1,14.8,4.9,5.1,2.4,4.8,2.2,41.9,5.2,6.8,1.8,19.5,4.5,0.2,0.7,1.3,1.5,27.1,12.7,0,0.8,2.2,1.4,0,0.8,0.9,1,0,0.3,0.0591,0.7336,0.1632,0.2572,0.1688,1.3819,0.172,0.9883,0.0283,0.8248,0.0557,0.5521,2.4492,0.4892,0.4162,0.4162,0.4162,0,0.3611,0,0.1477,0,0.5088,0.0265,4.7561,0.1027,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2098,196,132,722,171,512,393,355,173,17,28,0,19,60,55,0,19,6.3,4.1,11.7,2.7,8.3,5.8,5.8,2.8,0.3,0.4,0,0.7,1,0.9,0,0.7,Census,State,North Carolina,NC,37063,Durham County
37,North Carolina,NC,37063,Durham County,37063002007,Census Tract 20.07; Durham County; North Carolina,2.30555095,5036,651,2505,266,2438,266,572,416,38,63,551,259,76,78,324,289,1233,373,962,228,556,289,178,151,19,80,2221,810,13,29,68,74,0,26,47,59,13,5,11.4,8.1,1.4,2.3,22.6,10.3,2,2,6.4,5.8,24.5,6.1,19.1,3.6,11,5.3,7.3,6.1,0.4,1.7,44.1,15,0.5,1.2,2.7,3,0,1,1.9,2.4,0.3,0.1,0.2128,0.1313,0.4328,0.1012,0.26,1.1381,0.1193,0.8319,0.3569,0.3342,0.6263,0.3293,2.4786,0.5059,0.6409,0.6409,0.6409,0.3906,0.388,0,0.2828,0.5427,1.6041,0.2154,5.8617,0.2235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2278,104,93,1815,479,333,305,45,66,0,19,0,19,18,31,10,17,4.3,3.9,36,7,6.6,6.1,0.9,1.3,0,0.8,0,0.8,0.4,0.6,0.2,0.3,Census,State,North Carolina,NC,37063,Durham County
