OBJECTID,date_bldg_,bldg_condi,date_bld_2,bldg_id,bldg_sq_fo,bldg_statu,date_condi,time_condi,f_add1,harris_str,label_hous,no_of_unit,orig_bldg_,pre_dir1,date_qc_da,time_qc_da,qc_source,qc_userid,st_name1,st_type1,stories,suf_dir1,t_add1,x_coord,y_coord,year_built,Name
745,4/1/1998 0:00,SOUND,4/1/1998 0:00,306006,1880,ACTIVE,10/1/2001 0:00,00:00.0,1907,1.7062E+12,1907,1,306006,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,NORTH,AVE,2, ,1907,1163344.656,1910612.498,1891,324
746,4/1/1998 0:00, ,4/1/1998 0:00,315738,0,ACTIVE,,,3502, ,3502,0,315738,W,,, , ,HIRSCH,ST,0, ,3502,1152702.794,1909165.313,0,306
747,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,347789,2162,ACTIVE,12/1/2001 0:00,00:00.0,5720,1.60821E+12,5720,3,347789,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,ERIE,ST,2, ,5720,1137966.244,1903806.43,1908,268
748,4/1/1998 0:00,NEEDS MAJOR REPAIR,4/1/1998 0:00,373344,924,ACTIVE,10/1/2001 0:00,00:00.0,1309,1.72011E+12,1309,1,373344,S,6/16/2003 0:00,00:00.0,PARCELS,DS06284,ASHLAND,AVE,1, ,1309,1166017.683,1894015.242,1889,55
749,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,342282,3000,ACTIVE,3/1/2003 0:00,00:00.0,1424,1.70811E+12,1424,2,342282,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,HURON,ST,2, ,1424,1166657.021,1904871.862,1874,292
754,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,405381,1584,ACTIVE,12/1/2001 0:00,00:00.0,2818,1.62731E+12,2818,1,405381,S,6/16/2003 0:00,00:00.0,PARCELS,DS06284,KOSTNER,AVE,2, ,2818,1147454.115,1884769.304,1899,49
755,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,304893,4600,ACTIVE,10/1/2001 0:00,00:00.0,1900,1.43143E+12,1900,0,304893,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,NORTH,AVE,3, ,1900,1163391.025,1910743.924,1882,324
756,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,346978,1600,ACTIVE,12/1/2001 0:00,00:00.0,5815,1.60821E+12,5815,2,346978,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,HURON,ST,2, ,5815,1137436.586,1903968.841,1894,268
757,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,348546,1208,ACTIVE,12/1/2001 0:00,00:00.0,5811,1.60821E+12,5811,1,348546,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,ERIE,ST,2, ,5811,1137482.692,1903632.43,1904,268
759,4/1/1998 0:00,SOUND,4/1/1998 0:00,348513,1794,ACTIVE,12/1/2001 0:00,00:00.0,5743,1.60821E+12,5743,1,348513,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,ERIE,ST,2, ,5743,1137762.232,1903644.094,1906,268
762,6/29/2006 0:00,SOUND,6/29/2006 0:00,833596,0,ACTIVE,6/29/2006 0:00,00:00.0,0, , ,0,833596, ,6/29/2006 0:00,00:00.0, ,DT00255, , ,0, ,0,1152920.443,1896045.239,2005,244
763,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,298946,1376,ACTIVE,10/1/2001 0:00,00:00.0,1914,1.43142E+12,1914,2,298946,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,WABANSIA,AVE,2, ,1914,1163231.834,1911393.443,1902,324
764,4/1/1998 0:00,SOUND,4/1/1998 0:00,303399,2146,ACTIVE,3/1/2003 0:00,00:00.0,1712,1.33331E+12,1712,2,303399,N,6/16/2003 0:00,00:00.0,PARCELS,DS06284,LUNA,AVE,2, ,1712,1139047.694,1910919.585,1930,16
765,4/1/1998 0:00,SOUND,4/1/1998 0:00,366886,2474,ACTIVE,11/1/2002 0:00,00:00.0,3317,1.61441E+12,3317,2,366886,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,FLOURNOY,ST,2, ,3317,1154278.947,1896766.026,1909,244
766,4/1/1998 0:00,SOUND,4/1/1998 0:00,315611,1035,ACTIVE,10/1/2001 0:00,00:00.0,3420,1.60221E+12,3420,1,315611,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,HIRSCH,ST,2, ,3420,1153175.385,1909178.43,1904,306
767,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,367917,2358,ACTIVE,11/1/2002 0:00,00:00.0,3311,1.61441E+12,3311,2,367917,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,LEXINGTON,ST,2, ,3311,1154337.707,1896432.06,1913,244
768,4/1/1998 0:00,SOUND,4/1/1998 0:00,399063,1344,ACTIVE,11/1/2002 0:00,00:00.0,2642,1.6264E+12,2642,1,399063,S,6/16/2003 0:00,00:00.0,PARCELS,DS06284,CHRISTIANA,AVE,2, ,2642,1154397.579,1886073.304,1899,157
769,4/1/1998 0:00,SOUND,4/1/1998 0:00,370145,2256,ACTIVE,10/1/2001 0:00,00:00.0,926,1.71832E+12,926,3,370145,S,1/20/2005 0:00,00:00.0,ASSESS2002,DS01228,OAKLEY,BLVD,2, ,926,1161121.143,1895698.646,1879,260/275
770,4/1/1998 0:00, ,4/1/1998 0:00,368357,0,ACTIVE,,,0, ,0,0,368357, ,,, , , , ,0, ,0,1152938.646,1896288.961,0,244
771,4/1/1998 0:00, ,4/1/1998 0:00,364479,0,ACTIVE,,,0, ,0,0,364479, ,,, , , , ,0, ,0,1160668.751,1897642.152,0,128
773,4/1/1998 0:00, ,4/1/1998 0:00,368429,0,ACTIVE,,,0, ,0,0,368429, ,,, , , , ,0, ,0,1161660.479,1896267.776,0,260/275
774,4/1/1998 0:00, ,4/1/1998 0:00,301156,0,ACTIVE,,,0, ,0,0,301156, ,,, , , , ,0, ,0,1139602.723,1911146.118,0,16
776,4/1/1998 0:00, ,4/1/1998 0:00,399340,0,ACTIVE,,,0, ,0,0,399340, ,,, , , , ,0, ,0,1155278.646,1886008.838,0,157
777,4/1/1998 0:00, ,4/1/1998 0:00,298654,0,ACTIVE,,,0, ,0,0,298654, ,,, , , , ,0, ,0,1163325.119,1911440.22,0,324
778,4/1/1998 0:00,SOUND,4/1/1998 0:00,318757,2168,ACTIVE,10/1/2001 0:00,00:00.0,3509,1.60222E+12,3509,2,318757,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,EVERGREEN,AVE,2, ,3509,1152651.94,1908686.683,1911,306
779,4/1/1998 0:00,SOUND,4/1/1998 0:00,298796,1600,ACTIVE,10/1/2001 0:00,00:00.0,1816,1.43142E+12,1816,2,298796,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,WABANSIA,AVE,2, ,1816,1163867.581,1911407.847,1879,324
780,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,364465,0,ACTIVE,10/1/2001 0:00,00:00.0,2401,1.61323E+12,2401,0,364465,W,,, , ,CONGRESS,PKWY,3, ,2409,1160391.135,1897587.171,0,128
781,4/1/1998 0:00, ,4/1/1998 0:00,304378,0,ACTIVE,,,0, ,0,0,304378, ,,, , , , ,0, ,0,1163623.971,1910819.523,0,324
782,4/1/1998 0:00,SOUND,4/1/1998 0:00,397578,1400,ACTIVE,11/1/2002 0:00,00:00.0,3247,1.62641E+12,3247,0,397578,W,1/20/2005 0:00,00:00.0,ASSESS2002,DS01228,26TH,ST,1, ,3247,1154948.222,1886458.038,1899,157
783,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,342497,2040,ACTIVE,10/1/2001 0:00,00:00.0,732,1.61121E+12,732,2,342497,N,6/16/2003 0:00,00:00.0,PARCELS,DS06284,SAWYER,AVE,2, ,732,1154503.676,1904850.68,1899,281
784,4/1/1998 0:00,SOUND,4/1/1998 0:00,370605,2616,ACTIVE,10/1/2001 0:00,00:00.0,2249,1.71833E+12,2249,1,370605,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,TAYLOR,ST,2, ,2249,1161349.608,1895458.054,1889,260/275
785,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,346866,1680,ACTIVE,12/1/2001 0:00,00:00.0,5731,1.60821E+12,5731,1,346866,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,HURON,ST,2, ,5731,1137869.558,1903988.875,1899,268
786,4/1/1998 0:00, ,4/1/1998 0:00,406737,0,ACTIVE,,,0, ,0,0,406737, ,,, , , , ,0, ,0,1148004.786,1884536.338,0,49
788,4/1/1998 0:00,SOUND,4/1/1998 0:00,404718,1872,ACTIVE,12/1/2001 0:00,00:00.0,2811,1.62742E+12,2811,1,404718,S,6/16/2003 0:00,00:00.0,PARCELS,DS06284,KOLIN,AVE,2, ,2811,1147920.786,1884883.838,1899,49
789,4/1/1998 0:00, ,4/1/1998 0:00,366280,0,ACTIVE,,,0, ,0,0,366280, ,,, , , , ,0, ,0,1154127.252,1896976.242,0,244
790,4/1/1998 0:00, ,4/1/1998 0:00,303179,0,ACTIVE,,,0, ,0,0,303179, ,,, , , , ,0, ,0,1163620.364,1910940.804,0,324
791,4/1/1998 0:00, ,4/1/1998 0:00,317526,0,ACTIVE,,,0, ,0,0,317526, ,,, , , , ,0, ,0,1152681.482,1908902.118,0,306
792,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,341420,4290,ACTIVE,3/1/2003 0:00,00:00.0,1437,1.70811E+12,1437,4,341420,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,SUPERIOR,ST,4, ,1437,1166525.084,1905045.705,1889,292
794,4/1/1998 0:00, ,4/1/1998 0:00,345210,0,ACTIVE,,,718, ,718,0,345210,N,1/20/2005 0:00,00:00.0,ASSESS2002,DS01228,MAYFIELD,AVE,0, ,722,1136962.692,1904311.097,0,268
795,4/1/1998 0:00,SOUND,4/1/1998 0:00,361458,1920,ACTIVE,12/1/2001 0:00,00:00.0,4838,1.61621E+12,4838,1,361458,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,QUINCY,ST,2, ,4838,1143990.296,1898646.983,1994,57
796,4/1/1998 0:00,SOUND,4/1/1998 0:00,369108,1674,ACTIVE,11/1/2002 0:00,00:00.0,3421,1.61441E+12,3421,2,369108,W,1/20/2005 0:00,00:00.0,ASSESS2002,DS01228,POLK,ST,3, ,3421,1153614.305,1896036.797,0,244
797,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,368332,0,ACTIVE,11/1/2002 0:00,00:00.0,748,1.61441E+12,748,6,368332,S,,, , ,ST LOUIS,AVE,3, ,754,1153117.772,1896255.517,1909,244
798,4/1/1998 0:00,SOUND,4/1/1998 0:00,406202,1071,ACTIVE,12/1/2001 0:00,00:00.0,2834,1.62742E+12,2834,1,406202,S,6/16/2003 0:00,00:00.0,PARCELS,DS06284,KOLIN,AVE,1, ,2834,1147776.232,1884630.304,1909,49
799,4/1/1998 0:00, ,4/1/1998 0:00,370294,0,ACTIVE,,,0, ,0,0,370294, ,,, , , , ,0, ,0,1161078.617,1895646.495,0,260/275
801,4/1/1998 0:00, ,4/1/1998 0:00,334935,0,ACTIVE,,,3155, ,3155,0,334935,W,,, , ,GRAND,AVE,0, ,3155,1154952.935,1906026.473,0,281
803,4/1/1998 0:00, ,4/1/1998 0:00,317546,0,ACTIVE,,,0, ,0,0,317546, ,,, , , , ,0, ,0,1152463.114,1908897.461,0,306
804,4/1/1998 0:00,SOUND,4/1/1998 0:00,300518,2146,ACTIVE,3/1/2003 0:00,00:00.0,1742,1.33331E+12,1742,2,300518,N,6/16/2003 0:00,00:00.0,PARCELS,DS06284,LUNA,AVE,2, ,1742,1139035.916,1911219.804,1926,16
805,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,301415,2254,ACTIVE,10/1/2001 0:00,00:00.0,1642,1.43142E+12,1642,2,301415,N,6/16/2003 0:00,00:00.0,PARCELS,DS06284,WINCHESTER,AVE,2, ,1642,1163029.113,1911117.899,1878,324
806,4/1/1998 0:00,NEEDS MAJOR REPAIR,4/1/1998 0:00,374599,2700,ACTIVE,10/1/2002 0:00,00:00.0,1409,1.72012E+12,1409,4,374599,S,6/16/2003 0:00,00:00.0,PARCELS,DS06284,ASHLAND,AVE,3, ,1409,1166030.091,1893357.646,1889,55
807,4/1/1998 0:00, ,4/1/1998 0:00,299387,0,ACTIVE,,,0, ,0,0,299387, ,,, , , , ,0, ,0,1139264.576,1911348.18,0,16
808,4/1/1998 0:00,SOUND,4/1/1998 0:00,300488,2280,ACTIVE,3/1/2003 0:00,00:00.0,1743,1.33331E+12,1743,2,300488,N,6/16/2003 0:00,00:00.0,PARCELS,DS06284,LUNA,AVE,2, ,1743,1139210.522,1911224.023,1927,16
809,4/1/1998 0:00, ,4/1/1998 0:00,369032,0,ACTIVE,,,0, ,0,0,369032, ,,, , , , ,0, ,0,1161334.731,1896060.461,0,260/275
812,4/1/1998 0:00,SOUND,4/1/1998 0:00,398099,1496,ACTIVE,11/1/2002 0:00,00:00.0,2620,1.6264E+12,2620,1,398099,S,6/16/2003 0:00,00:00.0,PARCELS,DS06284,CHRISTIANA,AVE,2, ,2620,1154393.461,1886297.085,1903,157
813,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,315639,1008,ACTIVE,10/1/2001 0:00,00:00.0,3440,1.60221E+12,3440,1,315639,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,HIRSCH,ST,2, ,3440,1152959.387,1909172.835,1904,306
814,4/1/1998 0:00, ,4/1/1998 0:00,405040,0,ACTIVE,,,0, ,0,0,405040, ,,, , , , ,0, ,0,1147709.505,1884827.557,0,49
815,4/1/1998 0:00, ,4/1/1998 0:00,317038,0,ACTIVE,,,0, ,0,0,317038, ,,, , , , ,0, ,0,1153297.258,1908959.427,0,306
818,8/10/2007 0:00,SOUND,8/10/2007 0:00,859340,0,ACTIVE,8/10/2007 0:00,00:00.0,0, , ,0,859340, ,8/10/2007 0:00,00:00.0, ,DS06182, , ,0, ,0,1161343.843,1895779.539,2006,260/275
819,4/1/1998 0:00, ,4/1/1998 0:00,303720,0,ACTIVE,,,0, ,0,0,303720, ,,, , , , ,0, ,0,1138988.367,1910890.838,0,16
820,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,316609,1056,ACTIVE,10/1/2001 0:00,00:00.0,3445,1.60222E+12,3445,1,316609,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,HIRSCH,ST,2, ,3445,1152920.293,1909026.517,1899,306
821,4/1/1998 0:00,SOUND,4/1/1998 0:00,343361,999,ACTIVE,10/1/2001 0:00,00:00.0,714,1.61121E+12,714,1,343361,N,6/16/2003 0:00,00:00.0,PARCELS,DS06284,SAWYER,AVE,1, ,714,1154498.758,1904680.557,1965,281
822,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,361575,2366,ACTIVE,12/1/2001 0:00,00:00.0,4707,1.61511E+12,4707,2,361575,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,ADAMS,ST,2, ,4707,1144995.988,1898610.211,1914,57
823,8/30/2007 0:00,SOUND,8/30/2007 0:00,862891,0,ACTIVE,8/30/2007 0:00,00:00.0,0, , ,0,862891, ,8/30/2007 0:00,00:00.0, ,DS06182, , ,0, ,0,1154375.543,1906618.639,2006,281
824,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,404881,2727,ACTIVE,12/1/2001 0:00,00:00.0,2812,1.62742E+12,2812,3,404881,S,1/20/2005 0:00,00:00.0,ASSESS2002,DS01228,KOLIN,AVE,3, ,2812,1147784.834,1884855.365,1904,49
825,4/1/1998 0:00, ,4/1/1998 0:00,319322,0,ACTIVE,,,0, ,0,0,319322, ,,, , , , ,0, ,0,1152678.54,1908613.057,0,306
826,4/1/1998 0:00, ,4/1/1998 0:00,347611,0,ACTIVE,,,0, ,0,0,347611, ,,, , , , ,0, ,0,1137525.864,1903857.618,0,268
827,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,361970,2492,ACTIVE,12/1/2001 0:00,00:00.0,4831,1.61621E+12,4831,2,361970,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,QUINCY,ST,2, ,4831,1144085.594,1898487.301,1919,57
828,4/1/1998 0:00, ,4/1/1998 0:00,298579,0,ACTIVE,,,0, ,0,0,298579, ,6/16/2003 0:00,00:00.0,PARCELS,DS06284, , ,0, ,0,1163606.864,1911446.967,0,324
830,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,405931,798,ACTIVE,12/1/2001 0:00,00:00.0,2831,1.62742E+12,2831,1,405931,S,6/16/2003 0:00,00:00.0,PARCELS,DS06284,KOSTNER,AVE,1, ,2831,1147596.249,1884676.523,1911,49
831,4/1/1998 0:00,SOUND,4/1/1998 0:00,300442,2146,ACTIVE,3/1/2003 0:00,00:00.0,1743,1.33331E+12,1743,2,300442,N,6/16/2003 0:00,00:00.0,PARCELS,DS06284,LINDER,AVE,2, ,1743,1139543.646,1911231.618,1927,16
832,4/1/1998 0:00, ,4/1/1998 0:00,368506,0,ACTIVE,,,0, ,0,0,368506, ,,, , , , ,0, ,0,1161370.61,1896239.152,0,260/275
833,4/1/1998 0:00, ,4/1/1998 0:00,302069,0,ACTIVE,,,0, ,0,0,302069, ,,, , , , ,0, ,0,1139276.367,1911047.995,0,16
834,9/9/2005 0:00,SOUND,9/9/2005 0:00,826296,0,ACTIVE,9/9/2005 0:00,00:00.0,1464, ,1464,0,826296,S,9/9/2005 0:00,00:00.0, ,DT00211,PEORIA,ST,0, ,1464,1170651.443,1892919.939,2004,153
835,9/9/2005 0:00,SOUND,9/9/2005 0:00,826295,0,ACTIVE,9/9/2005 0:00,00:00.0,1462, ,1462,0,826295,S,9/9/2005 0:00,00:00.0, ,DT00211,PEORIA,ST,0, ,1462,1170651.143,1892939.539,2004,153
836,4/1/1998 0:00, ,4/1/1998 0:00,368635,0,ACTIVE,,,0, ,0,0,368635, ,,, , , , ,0, ,0,1161041.863,1896197.906,0,260/275
837,4/1/1998 0:00,SOUND,4/1/1998 0:00,369881,2112,ACTIVE,10/1/2001 0:00,00:00.0,916,1.71832E+12,916,2,369881,S,1/20/2005 0:00,00:00.0,ASSESS2002,DS01228,OAKLEY,BLVD,2, ,916,1161119.956,1895801.961,1879,260/275
838,4/1/1998 0:00,SOUND,4/1/1998 0:00,405755,1560,ACTIVE,12/1/2001 0:00,00:00.0,2828,1.62742E+12,2828,1,405755,S,6/16/2003 0:00,00:00.0,PARCELS,DS06284,KOLIN,AVE,1, ,2828,1147788.363,1884705.523,1914,49
840,8/10/2007 0:00,SOUND,8/10/2007 0:00,859343,0,ACTIVE,8/10/2007 0:00,00:00.0,0, , ,0,859343, ,8/10/2007 0:00,00:00.0, ,DS06182, , ,0, ,0,1161339.243,1895893.739,2006,260/275
843,8/30/2007 0:00,SOUND,8/30/2007 0:00,862895,0,ACTIVE,8/30/2007 0:00,00:00.0,0, , ,0,862895, ,8/30/2007 0:00,00:00.0, ,DS06182, , ,0, ,0,1154490.143,1906621.239,2006,281
845,4/1/1998 0:00, ,4/1/1998 0:00,406078,0,ACTIVE,,,0, ,0,0,406078, ,,, , , , ,0, ,0,1147713.72,1884652.995,0,49
846,4/1/1998 0:00, ,4/1/1998 0:00,370016,0,ACTIVE,,,0, ,0,0,370016, ,,, , , , ,0, ,0,1161676.867,1895738.995,0,260/275
847,4/1/1998 0:00,SOUND,4/1/1998 0:00,368777,3020,ACTIVE,10/1/2001 0:00,00:00.0,822,1.71832E+12,822,2,368777,S,6/16/2003 0:00,00:00.0,PARCELS,DS06284,BELL,AVE,2, ,822,1161445.584,1896138.461,1884,260/275
849,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,304715,11200,ACTIVE,10/1/2001 0:00,00:00.0,1834,1.43143E+12,1834,0,304715,W,1/20/2005 0:00,00:00.0,ASSESS2002,DS01228,NORTH,AVE,3, ,1836,1163711.132,1910758.603,1908,324
850,4/1/1998 0:00,SOUND,4/1/1998 0:00,404235,4188,ACTIVE,12/1/2001 0:00,00:00.0,2800,1.62731E+12,2800,2,404235,S,6/16/2003 0:00,00:00.0,PARCELS,DS06284,KOSTNER,AVE,2, ,2800,1147430.189,1884970.085,1925,49
851,4/1/1998 0:00, ,4/1/1998 0:00,407771,0,ACTIVE,,,0, ,0,0,407771, ,,, , , , ,0, ,0,1147393.646,1884274.146,0,49
852,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,346073,3183,ACTIVE,12/1/2001 0:00,00:00.0,5806,1.6082E+12,5806,1,346073,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,HURON,ST,2, ,5806,1137507.808,1904152.39,1903,268
853,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,397302,5400,ACTIVE,11/1/2002 0:00,00:00.0,3314,1.62623E+12,3314,0,397302,W,,, , ,26TH,ST,1, ,3324,1154540.815,1886594.751,1919,157
855,4/1/1998 0:00,SOUND,4/1/1998 0:00,302769,2210,ACTIVE,10/1/2001 0:00,00:00.0,1627,1.43143E+12,1627,3,302769,N,6/16/2003 0:00,00:00.0,PARCELS,DS06284,WINCHESTER,AVE,2, ,1627,1163194.915,1910978.242,1892,324
856,4/1/1998 0:00,SOUND,4/1/1998 0:00,368527,1794,ACTIVE,10/1/2001 0:00,00:00.0,813,1.71832E+12,813,1,368527,S,1/20/2005 0:00,00:00.0,ASSESS2002,DS01228,OAKLEY,BLVD,2, ,813,1161253.392,1896234.023,1988,260/275
857,4/1/1998 0:00, ,4/1/1998 0:00,348842,0,ACTIVE,,,0, ,0,0,348842, ,,, , , , ,0, ,0,1138142.614,1903583.742,0,268
860,4/1/1998 0:00,SOUND,4/1/1998 0:00,301195,2146,ACTIVE,3/1/2003 0:00,00:00.0,1735,1.33331E+12,1735,2,301195,N,6/16/2003 0:00,00:00.0,PARCELS,DS06284,LINDER,AVE,2, ,1735,1139549.913,1911142.242,1927,16
861,4/1/1998 0:00, ,4/1/1998 0:00,299271,0,ACTIVE,,,0, ,0,0,299271, ,,, , , , ,0, ,0,1138931.338,1911363.18,0,16
862,4/1/1998 0:00,SOUND,4/1/1998 0:00,407768,748,ACTIVE,12/1/2001 0:00,00:00.0,3002,1.62731E+12,3002,2,407768,S,6/16/2003 0:00,00:00.0,PARCELS,DS06284,KOSTNER,AVE,2, ,3002,1147469.948,1884276.242,1905,49
863,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,361581,2360,ACTIVE,12/1/2001 0:00,00:00.0,4717,1.61511E+12,4717,2,361581,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,ADAMS,ST,2, ,4717,1144896.063,1898608.149,1907,57
864,4/1/1998 0:00,SOUND,4/1/1998 0:00,318776,2180,ACTIVE,10/1/2001 0:00,00:00.0,3527,1.60222E+12,3527,2,318776,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,EVERGREEN,AVE,2, ,3527,1152472.044,1908682.683,1914,306
865,4/1/1998 0:00, ,4/1/1998 0:00,406085,0,ACTIVE,,,0, ,0,0,406085, ,,, , , , ,0, ,0,1147671.471,1884650.242,0,49
866,4/1/1998 0:00, ,4/1/1998 0:00,317581,0,ACTIVE,,,0, ,0,0,317581, ,,, , , , ,0, ,0,1152209.362,1908893.338,0,306
867,2/9/2004 0:00,SOUND,2/9/2004 0:00,820996,0,ACTIVE,3/1/2003 0:00,00:00.0,750,1.7081E+12,750,7,0,N,,, , ,NOBLE,ST,4, ,750,1166864.043,1905361.039,0,292
869,11/13/2006 0:00,SOUND,11/13/2006 0:00,836556,0,ACTIVE,11/13/2006 0:00,00:00.0,1451, ,1451,0,836556,S,11/13/2006 0:00,00:00.0, ,DT00211,HALSTED,ST,0, ,1451,1171359.843,1893121.439,2005,153
870,4/1/1998 0:00,SOUND,4/1/1998 0:00,369214,1091,ACTIVE,10/1/2001 0:00,00:00.0,834,1.71832E+12,834,1,369214,S,6/16/2003 0:00,00:00.0,PARCELS,DS06284,BELL,AVE,1, ,834,1161445.87,1896013.276,1884,260/275
871,4/1/1998 0:00,SOUND,4/1/1998 0:00,368570,2640,ACTIVE,10/1/2001 0:00,00:00.0,815,1.71832E+12,815,2,368570,S,6/16/2003 0:00,00:00.0,PARCELS,DS06284,BELL,AVE,2, ,815,1161599.98,1896218.461,1899,260/275
872,4/1/1998 0:00,SOUND,4/1/1998 0:00,303157,1713,ACTIVE,10/1/2001 0:00,00:00.0,1622,1.43143E+12,1622,1,303157,N,6/16/2003 0:00,00:00.0,PARCELS,DS06284,HONORE,ST,1, ,1622,1163687.863,1910942.961,1892,324
874,4/1/1998 0:00,SOUND,4/1/1998 0:00,370131,1188,ACTIVE,10/1/2001 0:00,00:00.0,927,1.71832E+12,927,1,370131,S,1/20/2005 0:00,00:00.0,ASSESS2002,DS01228,OAKLEY,BLVD,2, ,927,1161274.492,1895702.742,1884,260/275
875,4/1/1998 0:00,SOUND,4/1/1998 0:00,362053,1240,ACTIVE,12/1/2001 0:00,00:00.0,4933,1.61621E+12,4933,1,362053,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,QUINCY,ST,2, ,4933,1143505.582,1898476.797,1992,57
876,4/1/1998 0:00,SOUND,4/1/1998 0:00,305262,2146,ACTIVE,3/1/2003 0:00,00:00.0,1657,1.33332E+12,1657,2,305262,N,6/16/2003 0:00,00:00.0,PARCELS,DS06284,LINDER,AVE,2, ,1657,1139559.229,1910716.742,1926,16
877,4/1/1998 0:00, ,4/1/1998 0:00,361847,0,ACTIVE,,,212, ,212,0,361847,S,,, , ,KILPATRICK,AVE,0, ,216,1145038.786,1898546.921,0,57
878,4/1/1998 0:00, ,4/1/1998 0:00,343410,0,ACTIVE,,,0, ,0,0,343410, ,,, , , , ,0, ,0,1167172.331,1904671.057,0,292
879,4/1/1998 0:00,SOUND,4/1/1998 0:00,298079,2146,ACTIVE,3/1/2003 0:00,00:00.0,1804,1.3333E+12,1804,3,298079,N,6/16/2003 0:00,00:00.0,PARCELS,DS06284,LINDER,AVE,2, ,1804,1139362.412,1911502.523,1927,16
880,4/1/1998 0:00, ,4/1/1998 0:00,347329,0,ACTIVE,,,0, ,0,0,347329, ,,, , , , ,0, ,0,1137761.864,1903915.585,0,268
881,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,341952,0,ACTIVE,10/1/2001 0:00,00:00.0,744,1.61121E+12,744,3,341952,N,6/16/2003 0:00,00:00.0,PARCELS,DS06284,SAWYER,AVE,2, ,744,1154499.469,1904968.461,1904,281
882,4/1/1998 0:00,SOUND,4/1/1998 0:00,316586,1428,ACTIVE,10/1/2001 0:00,00:00.0,3421,1.60222E+12,3421,2,316586,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,HIRSCH,ST,2, ,3421,1153195.441,1909025.476,1904,306
883,9/8/2005 0:00,SOUND,9/8/2005 0:00,826281,0,ACTIVE,9/8/2005 0:00,00:00.0,1452, ,1452,0,826281,S,9/8/2005 0:00,00:00.0, ,DT00211,PEORIA,ST,0, ,1452,1170647.543,1893052.639,2004,153
884,9/30/2005 0:00, ,9/30/2005 0:00,826620,0,ACTIVE,,,821, ,821,0,813189,W,9/30/2005 0:00,00:00.0, ,DT00211,14TH,PL,0, ,821,1171030.843,1893106.339,0,153
885,4/1/1998 0:00, ,4/1/1998 0:00,345827,0,ACTIVE,,,0, ,0,0,345827, ,,, , , , ,0, ,0,1137907.866,1904227.338,0,268
