OBJECTID,date_bldg_,bldg_condi,date_bld_2,bldg_id,bldg_sq_fo,bldg_statu,date_condi,time_condi,f_add1,harris_str,label_hous,no_of_unit,orig_bldg_,pre_dir1,date_qc_da,time_qc_da,qc_source,qc_userid,st_name1,st_type1,stories,suf_dir1,t_add1,x_coord,y_coord,year_built,Name
595,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,341337,0,ACTIVE,3/1/2003 0:00,00:00.0,1419,1.70811E+12,1419,4,341337,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,SUPERIOR,ST,4, ,1419,1166700.553,1905056.547,1884,292
596,4/12/2006 0:00,SOUND,4/12/2006 0:00,832118,0,ACTIVE,4/12/2006 0:00,00:00.0,2355, ,2355,0,832118,W,4/12/2006 0:00,00:00.0, ,DT00255,CONGRESS,PKWY,0, ,2355,1160571.343,1897628.039,2001,128
597,4/1/1998 0:00, ,4/1/1998 0:00,373671,0,ACTIVE,,,1319, ,1319,0,373671,S,,, , ,ASHLAND,AVE,0, ,1319,1166040.012,1893873.677,0,55
599,4/1/1998 0:00,SOUND,4/1/1998 0:00,407129,1848,ACTIVE,12/1/2001 0:00,00:00.0,2852,1.62742E+12,2852,1,407129,S,6/16/2003 0:00,00:00.0,PARCELS,DS06284,KOLIN,AVE,2, ,2852,1147794.867,1884456.399,1904,49
600,4/1/1998 0:00, ,4/1/1998 0:00,319371,0,ACTIVE,,,0, ,0,0,319371, ,,, , , , ,0, ,0,1153311.614,1908606.618,0,306
601,4/1/1998 0:00, ,4/1/1998 0:00,296122,0,ACTIVE,,,0, ,0,0,296122, ,,, , , , ,0, ,0,1139582.973,1911780.933,0,16
602,4/1/1998 0:00, ,4/1/1998 0:00,301584,0,ACTIVE,,,0, ,0,0,301584, ,,, , , , ,0, ,0,1138980.113,1911101.838,0,16
605,4/1/1998 0:00, ,4/1/1998 0:00,368399,0,ACTIVE,,,0, ,0,0,368399, ,,, , , , ,0, ,0,1161570.578,1896279.618,0,260/275
606,4/1/1998 0:00,SOUND,4/1/1998 0:00,369496,2867,ACTIVE,10/1/2001 0:00,00:00.0,904,1.71832E+12,904,3,369496,S,1/20/2005 0:00,00:00.0,ASSESS2002,DS01228,OAKLEY,BLVD,2, ,904,1161107.896,1895926.427,1901,260/275
607,4/1/1998 0:00, ,4/1/1998 0:00,303862,0,ACTIVE,,,0, ,0,0,303862, ,,, , , , ,0, ,0,1162956.338,1910875.618,0,324
608,4/1/1998 0:00, ,4/1/1998 0:00,370258,0,ACTIVE,,,0, ,0,0,370258, ,,, , , , ,0, ,0,1161457.973,1895658.933,0,260/275
609,4/1/1998 0:00, ,4/1/1998 0:00,302409,0,ACTIVE,,,1628, ,1628,0,302409,N,6/16/2003 0:00,00:00.0,PARCELS,DS06284,HONORE,ST,0, ,1628,1163627.484,1911012.899,0,324
610,4/1/1998 0:00, ,4/1/1998 0:00,303849,0,ACTIVE,,,0, ,0,0,303849, ,,, , , , ,0, ,0,1139610.082,1910875.585,0,16
612,4/1/1998 0:00,SOUND,4/1/1998 0:00,369318,3237,ACTIVE,10/1/2001 0:00,00:00.0,837,1.71832E+12,837,2,369318,S,1/20/2005 0:00,00:00.0,ASSESS2002,DS01228,OAKLEY,BLVD,2, ,837,1161263.379,1895979.304,1990,260/275
613,8/14/2007 0:00,SOUND,8/14/2007 0:00,859739,0,ACTIVE,8/14/2007 0:00,00:00.0,2412, ,2412,0,859739,W,8/14/2007 0:00,00:00.0, ,DS06182,VAN BUREN,ST,0, ,2412,1160256.843,1898165.239,2006,128
616,4/1/1998 0:00,SOUND,4/1/1998 0:00,408454,1788,ACTIVE,12/1/2001 0:00,00:00.0,3019,1.62742E+12,3019,2,408454,S,6/16/2003 0:00,00:00.0,PARCELS,DS06284,KOSTNER,AVE,2, ,3019,1147607.252,1884134.961,1911,49
617,4/1/1998 0:00,SOUND,4/1/1998 0:00,300765,2146,ACTIVE,3/1/2003 0:00,00:00.0,1740,1.33331E+12,1740,2,300765,N,6/16/2003 0:00,00:00.0,PARCELS,DS06284,LUNA,AVE,2, ,1740,1139036.511,1911189.585,1926,16
618,4/1/1998 0:00, ,4/1/1998 0:00,347603,0,ACTIVE,,,0, ,0,0,347603, ,,, , , , ,0, ,0,1137391.868,1903858.399,0,268
620,4/1/1998 0:00,SOUND,4/1/1998 0:00,369285,1188,ACTIVE,10/1/2001 0:00,00:00.0,900,1.71832E+12,900,1,369285,S,6/16/2003 0:00,00:00.0,PARCELS,DS06284,BELL,AVE,2, ,904,1161453.787,1895975.313,1889,260/275
622,4/1/1998 0:00, ,4/1/1998 0:00,407734,0,ACTIVE,,,0, ,0,0,407734, ,,, , , , ,0, ,0,1148011.614,1884289.995,0,49
623,4/1/1998 0:00, ,4/1/1998 0:00,368488,0,ACTIVE,,,0, ,0,0,368488, ,,, , , , ,0, ,0,1161661.212,1896248.186,0,260/275
624,4/1/1998 0:00,SOUND,4/1/1998 0:00,368719,1000,ACTIVE,10/1/2001 0:00,00:00.0,818,1.71832E+12,818,1,368719,S,6/16/2003 0:00,00:00.0,PARCELS,DS06284,BELL,AVE,1, ,818,1161445.166,1896162.618,1884,260/275
625,4/1/1998 0:00,SOUND,4/1/1998 0:00,398947,2240,ACTIVE,11/1/2002 0:00,00:00.0,2640,1.62641E+12,2640,2,398947,S,6/16/2003 0:00,00:00.0,PARCELS,DS06284,SAWYER,AVE,2, ,2640,1155051.513,1886099.742,1891,157
627,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,346080,2702,ACTIVE,12/1/2001 0:00,00:00.0,5808,1.6082E+12,5808,1,346080,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,HURON,ST,2, ,5808,1137476.984,1904152.047,1907,268
628,8/27/2007 0:00,SOUND,8/27/2007 0:00,861843,0,ACTIVE,8/27/2007 0:00,00:00.0,1411, ,1411,0,861843,W,8/27/2007 0:00,00:00.0, ,DS06182,SUPERIOR,ST,0, ,1411,1166775.243,1905052.639,2006,292
629,4/1/1998 0:00,SOUND,4/1/1998 0:00,298865,2646,ACTIVE,10/1/2001 0:00,00:00.0,1916,1.43142E+12,1916,4,298865,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,WABANSIA,AVE,3, ,1916,1163206.556,1911400.97,1902,324
631,4/1/1998 0:00, ,4/1/1998 0:00,301294,0,ACTIVE,,,0, ,0,0,301294, ,,, , , , ,0, ,0,1138979.976,1911131.118,0,16
632,4/1/1998 0:00, ,4/1/1998 0:00,298080,0,ACTIVE,,,0, ,0,0,298080, ,,, , , , ,0, ,0,1139299.867,1911504.652,0,16
633,4/1/1998 0:00,SOUND,4/1/1998 0:00,399165,1408,ACTIVE,11/1/2002 0:00,00:00.0,2645,1.62641E+12,2645,1,399165,S,6/16/2003 0:00,00:00.0,PARCELS,DS06284,CHRISTIANA,AVE,3, ,2645,1154530.336,1886051.18,1899,157
634,4/1/1998 0:00,SOUND,4/1/1998 0:00,301585,2146,ACTIVE,3/1/2003 0:00,00:00.0,1730,1.33331E+12,1730,2,301585,N,6/16/2003 0:00,00:00.0,PARCELS,DS06284,LUNA,AVE,2, ,1730,1139036.255,1911100.085,1926,16
636,4/1/1998 0:00,SOUND,4/1/1998 0:00,315206,0,ACTIVE,10/1/2001 0:00,00:00.0,3320,1.60221E+12,3320,0,315206,W,,, , ,HIRSCH,ST,3, ,3356,1153790.225,1909181.507,1927,306
637,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,346785,870,ACTIVE,12/1/2001 0:00,00:00.0,657,1.60821E+12,657,1,346785,N,6/16/2003 0:00,00:00.0,PARCELS,DS06284,WALLER,AVE,2, ,657,1138269.558,1904018.393,1906,268
638,4/1/1998 0:00, ,4/1/1998 0:00,404709,0,ACTIVE,,,0, ,0,0,404709, ,,, , , , ,0, ,0,1147995.473,1884886.338,0,49
639,4/1/1998 0:00,SOUND,4/1/1998 0:00,368185,3138,ACTIVE,10/1/2001 0:00,00:00.0,2223,1.71832E+12,2223,2,368185,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,POLK,ST,3, ,2223,1161569.256,1896333.97,1994,260/275
640,4/1/1998 0:00, ,4/1/1998 0:00,362276,0,ACTIVE,,,0, ,0,0,362276, ,,, , , , ,0, ,0,1143976.438,1898415.557,0,57
641,4/1/1998 0:00,SOUND,4/1/1998 0:00,366478,2156,ACTIVE,11/1/2002 0:00,00:00.0,3326,1.6144E+12,3326,2,366478,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,FLOURNOY,ST,2, ,3326,1154178.764,1896906.004,1909,244
642,4/1/1998 0:00,SOUND,4/1/1998 0:00,406752,1005,ACTIVE,12/1/2001 0:00,00:00.0,2845,1.62742E+12,2845,1,406752,S,6/16/2003 0:00,00:00.0,PARCELS,DS06284,KOLIN,AVE,1, ,2845,1147934.646,1884534.18,1925,49
643,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,362175,2228,ACTIVE,12/1/2001 0:00,00:00.0,221,1.61511E+12,221,2,362175,S,6/16/2003 0:00,00:00.0,PARCELS,DS06284,KILPATRICK,AVE,2, ,221,1145168.193,1898445.023,1904,57
644,4/1/1998 0:00, ,4/1/1998 0:00,345893,0,ACTIVE,,,0, ,0,0,345893, ,,, , , , ,0, ,0,1137302.864,1904212.023,0,268
645,4/1/1998 0:00, ,4/1/1998 0:00,369978,0,ACTIVE,,,0, ,0,0,369978, ,,, , , , ,0, ,0,1161387.114,1895755.714,0,260/275
647,4/1/1998 0:00, ,4/1/1998 0:00,302138,0,ACTIVE,,,0, ,0,0,302138, ,,, , , , ,0, ,0,1138985.075,1911041.557,0,16
648,4/1/1998 0:00,SOUND,4/1/1998 0:00,368826,672,ACTIVE,10/1/2001 0:00,00:00.0,825,1.71832E+12,825,1,368826,S,6/16/2003 0:00,00:00.0,PARCELS,DS06284,BELL,AVE,2, ,825,1161585.864,1896118.18,1894,260/275
650,4/1/1998 0:00,SOUND,4/1/1998 0:00,407725,2462,ACTIVE,12/1/2001 0:00,00:00.0,3003,1.62743E+12,3003,1,407725,S,,, , ,KOLIN,AVE,1, ,3003,1147940.896,1884290.961,1899,49
651,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,342006,0,ACTIVE,3/1/2003 0:00,00:00.0,712,1.7081E+12,712,1,342006,N,6/16/2003 0:00,00:00.0,PARCELS,DS06284,ADA,ST,2, ,712,1167147.018,1904955.18,1884,292
652,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,374252,2816,ACTIVE,10/1/2001 0:00,00:00.0,1353,1.72011E+12,1353,2,374252,S,6/16/2003 0:00,00:00.0,PARCELS,DS06284,ASHLAND,AVE,2, ,1353,1166044.569,1893569.961,1884,55
653,4/1/1998 0:00, ,4/1/1998 0:00,299996,0,ACTIVE,,,0, ,0,0,299996, ,,, , , , ,0, ,0,1138931.082,1911279.208,0,16
656,4/1/1998 0:00,SOUND,4/1/1998 0:00,299250,2146,ACTIVE,3/1/2003 0:00,00:00.0,1759,1.33331E+12,1759,3,299250,N,6/16/2003 0:00,00:00.0,PARCELS,DS06284,CENTRAL,AVE,2, ,1759,1138868.071,1911365.304,1926,16
657,4/1/1998 0:00, ,4/1/1998 0:00,347584,0,ACTIVE,,,0, ,0,0,347584, ,,, , , , ,0, ,0,1137569.258,1903862.995,0,268
659,4/1/1998 0:00, ,4/1/1998 0:00,398009,0,ACTIVE,,,0, ,0,0,398009, ,,, , , , ,0, ,0,1154309.549,1886321.399,0,157
660,4/1/1998 0:00, ,4/1/1998 0:00,363139,0,ACTIVE,,,0, ,0,0,363139, ,,, , , , ,0, ,0,1144846.833,1898122.961,0,57
661,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,398596,2436,ACTIVE,11/1/2002 0:00,00:00.0,2632,1.6264E+12,2632,2,398596,S,6/16/2003 0:00,00:00.0,PARCELS,DS06284,CHRISTIANA,AVE,2, ,2632,1154388.032,1886173.551,1899,157
662,4/1/1998 0:00,SOUND,4/1/1998 0:00,302690,2280,ACTIVE,3/1/2003 0:00,00:00.0,1719,1.33331E+12,1719,2,302690,N,6/16/2003 0:00,00:00.0,PARCELS,DS06284,LUNA,AVE,2, ,1719,1139220.403,1910984.304,1927,16
663,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,399356,1904,ACTIVE,11/1/2002 0:00,00:00.0,2650,1.62641E+12,2650,2,399356,S,6/16/2003 0:00,00:00.0,PARCELS,DS06284,SAWYER,AVE,2, ,2650,1155001.428,1886003.804,1889,157
664,4/1/1998 0:00, ,4/1/1998 0:00,345813,0,ACTIVE,,,0, ,0,0,345813, ,,, , , , ,0, ,0,1138017.983,1904227.27,0,268
665,4/1/1998 0:00, ,4/1/1998 0:00,298642,0,ACTIVE,,,0, ,0,0,298642, ,,, , , , ,0, ,0,1163485.609,1911440.248,0,324
666,4/1/1998 0:00, ,4/1/1998 0:00,317113,0,ACTIVE,,,0, ,0,0,317113, ,,, , , , ,0, ,0,1153121.588,1908955.118,0,306
667,4/1/1998 0:00,SOUND,4/1/1998 0:00,299865,3792,ACTIVE,10/1/2001 0:00,00:00.0,1901,1.43143E+12,1901,2,299865,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,WABANSIA,AVE,2, ,1901,1163367.597,1911247.103,1892,324
669,4/1/1998 0:00,SOUND,4/1/1998 0:00,301861,2772,ACTIVE,10/1/2001 0:00,00:00.0,1635,1.43143E+12,1635,2,301861,N,6/16/2003 0:00,00:00.0,PARCELS,DS06284,WINCHESTER,AVE,3, ,1635,1163181.115,1911070.899,1991,324
670,4/1/1998 0:00,SOUND,4/1/1998 0:00,317831,2352,ACTIVE,10/1/2001 0:00,00:00.0,3526,1.60222E+12,3526,2,317831,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,EVERGREEN,AVE,2, ,3526,1152461.849,1908834.902,1914,306
671,4/1/1998 0:00, ,4/1/1998 0:00,406104,0,ACTIVE,,,0, ,0,0,406104, ,,, , , , ,0, ,0,1147382.732,1884648.68,0,49
672,4/1/1998 0:00,SOUND,4/1/1998 0:00,361538,1680,ACTIVE,12/1/2001 0:00,00:00.0,4848,1.61621E+12,4848,1,361538,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,QUINCY,ST,2, ,4848,1143903.017,1898631.859,1994,57
674,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,316602,704,ACTIVE,10/1/2001 0:00,00:00.0,3441,1.60222E+12,3441,1,316602,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,HIRSCH,ST,1, ,3441,1152971.001,1909022.415,1899,306
676,4/1/1998 0:00, ,4/1/1998 0:00,319564,0,ACTIVE,,,0, ,0,0,319564, ,,, , , , ,0, ,0,1153314.146,1908578.433,0,306
677,4/1/1998 0:00, ,4/1/1998 0:00,408640,0,ACTIVE,,,0, ,0,0,408640, ,,, , , , ,0, ,0,1147397.939,1884100.68,0,49
678,4/1/1998 0:00, ,4/1/1998 0:00,315345,0,ACTIVE,,,0, ,0,0,315345, ,,, , , , ,0, ,0,1152814.365,1909232.893,0,306
679,4/1/1998 0:00, ,4/1/1998 0:00,403806,0,ACTIVE,,,2759, ,2759,0,403806,S,6/16/2003 0:00,00:00.0,PARCELS,DS06284,KOSTNER,AVE,0, ,2759,1147593.129,1885067.208,0,49
680,4/1/1998 0:00,SOUND,4/1/1998 0:00,369113,3144,ACTIVE,10/1/2001 0:00,00:00.0,830,1.71832E+12,830,2,369113,S,6/16/2003 0:00,00:00.0,PARCELS,DS06284,BELL,AVE,2, ,830,1161450.33,1896038.742,1990,260/275
681,4/1/1998 0:00, ,4/1/1998 0:00,304445,0,ACTIVE,,,0, ,0,0,304445, ,,, , , , ,0, ,0,1139617.111,1910813.838,0,16
682,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,318817,807,ACTIVE,10/1/2001 0:00,00:00.0,3547,1.60222E+12,3547,1,318817,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,EVERGREEN,AVE,1, ,3547,1152260.556,1908679.189,1923,306
684,4/1/1998 0:00,SOUND,4/1/1998 0:00,370584,4300,ACTIVE,10/1/2001 0:00,00:00.0,2253,1.71833E+12,2253,0,370584,W,,, , ,TAYLOR,ST,1, ,2259,1161283.174,1895475.689,0,260/275
685,4/1/1998 0:00, ,4/1/1998 0:00,407651,0,ACTIVE,,,0, ,0,0,407651, ,,, , , , ,0, ,0,1147678.146,1884310.118,0,49
686,4/1/1998 0:00,SOUND,4/1/1998 0:00,297995,2248,ACTIVE,3/1/2003 0:00,00:00.0,5556,1.3333E+12,5556,2,297995,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,BLOOMINGDALE,AVE,2, ,5556,1138834.973,1911496.745,1927,16
687,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,399235,1794,ACTIVE,11/1/2002 0:00,00:00.0,2649,1.62641E+12,2649,2,399235,S,6/16/2003 0:00,00:00.0,PARCELS,DS06284,SAWYER,AVE,2, ,2649,1155193.199,1886031.208,1904,157
688,4/1/1998 0:00, ,4/1/1998 0:00,362292,0,ACTIVE,,,0, ,0,0,362292, ,,, , , , ,0, ,0,1143729.614,1898411.276,0,57
689,4/1/1998 0:00, ,4/1/1998 0:00,409667,0,ACTIVE,,,0, ,0,0,409667, ,,, , , , ,0, ,0,1147404.887,1883898.399,0,49
690,4/1/1998 0:00, ,4/1/1998 0:00,342401,0,ACTIVE,,,0, ,0,0,342401, ,,, , , , ,0, ,0,1154445.896,1904872.276,0,281
691,4/1/1998 0:00, ,4/1/1998 0:00,362146,0,ACTIVE,,,0, ,0,0,362146, ,,, , , , ,0, ,0,1144600.646,1898458.399,0,57
692,4/1/1998 0:00,SOUND,4/1/1998 0:00,370355,1166,ACTIVE,10/1/2001 0:00,00:00.0,2236,1.71832E+12,2236,1,370355,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,TAYLOR,ST,1, ,2236,1161461.235,1895603.773,1879,260/275
693,9/30/2005 0:00, ,9/30/2005 0:00,826615,0,ACTIVE,,,816, ,816,0,813187,W,9/30/2005 0:00,00:00.0, ,DT00211,14TH,PL,0, ,816,1171074.143,1893232.639,0,153
694,9/8/2005 0:00,SOUND,9/8/2005 0:00,826280,0,ACTIVE,9/8/2005 0:00,00:00.0,1454, ,1454,0,826280,S,9/8/2005 0:00,00:00.0, ,DT00211,PEORIA,ST,0, ,1454,1170649.343,1893030.539,2004,153
698,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,342318,5762,ACTIVE,3/1/2003 0:00,00:00.0,1416,1.70811E+12,1416,2,342318,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,HURON,ST,2, ,1416,1166733.775,1904870.211,1892,292
701,8/20/2007 0:00,SOUND,8/20/2007 0:00,860420,0,ACTIVE,8/20/2007 0:00,00:00.0,0, , ,0,860420, ,8/20/2007 0:00,00:00.0, ,DS06183, , ,0, ,0,1153510.943,1908298.339,2006,306
704,4/1/1998 0:00, ,4/1/1998 0:00,304048,0,ACTIVE,,,1615, ,1615,0,304048,N,6/16/2003 0:00,00:00.0,PARCELS,DS06284,WINCHESTER,AVE,0, ,1615,1163165.61,1910856.338,0,324
705,4/1/1998 0:00,SOUND,4/1/1998 0:00,295780,2146,ACTIVE,3/1/2003 0:00,00:00.0,1837,1.33331E+12,1837,2,295780,N,6/16/2003 0:00,00:00.0,PARCELS,DS06284,LINDER,AVE,2, ,1837,1139518.914,1911836.461,1928,16
706,4/1/1998 0:00, ,4/1/1998 0:00,370214,0,ACTIVE,,,0, ,0,0,370214, ,,, , , , ,0, ,0,1161068.114,1895674.652,0,260/275
707,4/1/1998 0:00,SOUND,4/1/1998 0:00,362941,2596,ACTIVE,12/1/2001 0:00,00:00.0,4739,1.61511E+12,4739,2,362941,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,JACKSON,BLVD,2, ,4739,1144667.821,1898184.301,1909,57
708,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,361588,2278,ACTIVE,12/1/2001 0:00,00:00.0,4723,1.61511E+12,4723,2,361588,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,ADAMS,ST,2, ,4723,1144829.459,1898610.156,1904,57
709,4/1/1998 0:00,SOUND,4/1/1998 0:00,366895,2540,ACTIVE,11/1/2002 0:00,00:00.0,3327,1.61441E+12,3327,2,366895,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,FLOURNOY,ST,2, ,3327,1154182.654,1896757.924,1909,244
710,4/1/1998 0:00, ,4/1/1998 0:00,363124,0,ACTIVE,,,0, ,0,0,363124, ,,, , , , ,0, ,0,1144938.114,1898125.023,0,57
711,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,404615,800,ACTIVE,12/1/2001 0:00,00:00.0,2809,1.62742E+12,2809,1,404615,S,6/16/2003 0:00,00:00.0,PARCELS,DS06284,KOSTNER,AVE,2, ,2809,1147633.113,1884901.899,1904,49
712,4/1/1998 0:00,SOUND,4/1/1998 0:00,305349,2146,ACTIVE,3/1/2003 0:00,00:00.0,1656,1.33332E+12,1656,2,305349,N,6/16/2003 0:00,00:00.0,PARCELS,DS06284,LUNA,AVE,2, ,1656,1139059.409,1910704.304,1926,16
713,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,366421,2278,ACTIVE,11/1/2002 0:00,00:00.0,3316,1.6144E+12,3316,2,366421,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,FLOURNOY,ST,2, ,3316,1154281.632,1896913.307,1911,244
714,4/1/1998 0:00,SOUND,4/1/1998 0:00,398259,1785,ACTIVE,11/1/2002 0:00,00:00.0,2624,1.6264E+12,2624,1,398259,S,6/16/2003 0:00,00:00.0,PARCELS,DS06284,CHRISTIANA,AVE,2, ,2624,1154389.364,1886246.523,1903,157
716,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,346098,2068,ACTIVE,12/1/2001 0:00,00:00.0,5710,1.60821E+12,5710,2,346098,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,HURON,ST,2, ,5710,1138064.137,1904153.054,1899,268
717,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,331561,2862,ACTIVE,10/1/2001 0:00,00:00.0,3238,1.60241E+12,3238,4,331561,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,AUGUSTA,BLVD,3, ,3238,1154406.366,1906540.436,1917,281
719,4/1/1998 0:00,SOUND,4/1/1998 0:00,406893,945,ACTIVE,12/1/2001 0:00,00:00.0,2846,1.62742E+12,2846,1,406893,S,6/16/2003 0:00,00:00.0,PARCELS,DS06284,KOLIN,AVE,1, ,2846,1147788.768,1884506.68,1904,49
720,8/20/2007 0:00,SOUND,8/20/2007 0:00,860500,0,ACTIVE,8/20/2007 0:00,00:00.0,0, , ,0,860500, ,8/20/2007 0:00,00:00.0, ,DS06182, , ,0, ,0,1137119.343,1904206.939,2006,268
721,4/1/1998 0:00, ,4/1/1998 0:00,303311,0,ACTIVE,,,0, ,0,0,303311, ,,, , , , ,0, ,0,1139279.826,1910928.118,0,16
722,4/1/1998 0:00, ,4/1/1998 0:00,305308,0,ACTIVE,,,0, ,0,0,305308, ,,, , , , ,0, ,0,1139326.223,1910712.338,0,16
723,4/1/1998 0:00,SOUND,4/1/1998 0:00,370360,0,ACTIVE,10/1/2001 0:00,00:00.0,2300,1.71832E+12,2300,1,370360,W,1/20/2005 0:00,00:00.0,ASSESS2002,DS01228,TAYLOR,ST,1, ,2304,1161143.435,1895598.986,1879,260/275
724,4/1/1998 0:00,SOUND,4/1/1998 0:00,318807,864,ACTIVE,10/1/2001 0:00,00:00.0,3543,1.60222E+12,3543,1,318807,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,EVERGREEN,AVE,1, ,3543,1152290.913,1908680.909,1923,306
726,4/1/1998 0:00, ,4/1/1998 0:00,368275,0,ACTIVE,,,0, ,0,0,368275, ,,, , , , ,0, ,0,1154131.367,1896313.523,0,244
728,4/1/1998 0:00,SOUND,4/1/1998 0:00,346861,2580,ACTIVE,12/1/2001 0:00,00:00.0,5735,1.60821E+12,5735,2,346861,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,HURON,ST,2, ,5735,1137831.806,1903983.581,1909,268
729,4/1/1998 0:00, ,4/1/1998 0:00,319341,0,ACTIVE,,,0, ,0,0,319341, ,,, , , , ,0, ,0,1152510.368,1908609.399,0,306
730,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,331564,2808,ACTIVE,10/1/2001 0:00,00:00.0,3240,1.60241E+12,3240,4,331564,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,AUGUSTA,BLVD,3, ,3240,1154378.114,1906540.436,1917,281
731,4/1/1998 0:00, ,4/1/1998 0:00,316461,0,ACTIVE,,,1355, ,1355,0,316461,N,,, , ,HOMAN,AVE,0, ,1357,1153498.813,1909013.915,0,306
733,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,368455,2835,ACTIVE,11/1/2002 0:00,00:00.0,3336,1.61441E+12,3336,3,368455,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,POLK,ST,3, ,3336,1154083.218,1896244.436,1917,244
734,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,299976,1603,ACTIVE,10/1/2001 0:00,00:00.0,1911,1.43143E+12,1911,1,299976,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,WABANSIA,AVE,1, ,1911,1163279.052,1911272.223,1909,324
735,4/1/1998 0:00, ,4/1/1998 0:00,303397,0,ACTIVE,,,0, ,0,0,303397, ,,, , , , ,0, ,0,1138988.22,1910921.776,0,16
736,4/1/1998 0:00, ,4/1/1998 0:00,303784,0,ACTIVE,,,1617, ,1617,0,303784,N,6/16/2003 0:00,00:00.0,PARCELS,DS06284,WINCHESTER,AVE,0, ,1617,1163232.113,1910882.804,0,324
738,4/1/1998 0:00,SOUND,4/1/1998 0:00,300227,2280,ACTIVE,3/1/2003 0:00,00:00.0,1747,1.33331E+12,1747,2,300227,N,6/16/2003 0:00,00:00.0,PARCELS,DS06284,LUNA,AVE,2, ,1747,1139208.272,1911254.023,1927,16
739,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,298528,5700,ACTIVE,10/1/2001 0:00,00:00.0,1822,1.43142E+12,1822,2,298528,W,,, , ,WABANSIA,AVE,2, ,1824,1163808.73,1911423.884,1891,324
740,4/1/1998 0:00,SOUND,4/1/1998 0:00,369919,1860,ACTIVE,10/1/2001 0:00,00:00.0,923,1.71832E+12,923,2,369919,S,6/16/2003 0:00,00:00.0,PARCELS,DS06284,BELL,AVE,2, ,923,1161605.217,1895786.18,1889,260/275
741,4/1/1998 0:00,SOUND,4/1/1998 0:00,303342,2234,ACTIVE,3/1/2003 0:00,00:00.0,1713,1.33331E+12,1713,2,303342,N,6/16/2003 0:00,00:00.0,PARCELS,DS06284,LUNA,AVE,2, ,1713,1139220.531,1910924.304,1927,16
742,4/1/1998 0:00,NEEDS MINOR REPAIR,4/1/1998 0:00,348451,4952,ACTIVE,12/1/2001 0:00,00:00.0,623,1.60821E+12,623,6,348451,N,1/20/2005 0:00,00:00.0,ASSESS2002,DS01228,WALLER,AVE,2, ,623,1138295.696,1903661.476,1893,268
743,4/1/1998 0:00,SOUND,4/1/1998 0:00,341417,3072,ACTIVE,3/1/2003 0:00,00:00.0,1431,1.70811E+12,1431,3,341417,W,6/16/2003 0:00,00:00.0,PARCELS,DS06284,SUPERIOR,ST,2, ,1431,1166576.104,1905042.856,1889,292
